6468,38,9033,EXECUTION,2,7.900,7.8,17.850
6469,35,9033,ARTISTIC,4,8.100,7.95,17.850
6470,56,9033,ARTISTIC,1,8.100,7.95,17.850
6472,46,9033,EXECUTION,3,8.000,7.8,17.850
6473,66,9033,ARTISTIC,2,7.800,7.95,17.850
6474,72,9033,EXECUTION,4,7.400,7.8,17.850
6475,64,9033,EXECUTION,1,7.700,7.8,17.850
6476,67,9033,ARTISTIC,3,7.800,7.95,17.850
6532,38,9036,EXECUTION,2,6.700,6.7,7.150
6533,72,9036,EXECUTION,4,6.800,6.7,7.150
6534,56,9036,ARTISTIC,1,7.100,0,7.150
6535,46,9036,EXECUTION,3,6.500,6.7,7.150
6536,67,9036,ARTISTIC,3,7.400,0,7.150
6537,66,9036,ARTISTIC,2,7.300,0,7.150
6538,64,9036,EXECUTION,1,6.700,6.7,7.150
6422,38,9030,EXECUTION,2,7.500,7.6,17.350
6423,35,9030,ARTISTIC,4,7.800,7.9,17.350
6424,56,9030,ARTISTIC,1,7.900,7.9,17.350
6425,46,9030,EXECUTION,3,7.700,7.6,17.350
6426,67,9030,ARTISTIC,3,7.900,7.9,17.350
6427,66,9030,ARTISTIC,2,8.000,7.9,17.350
6428,72,9030,EXECUTION,4,7.300,7.6,17.350
6429,64,9030,EXECUTION,1,7.700,7.6,17.350
6594,35,9040,ARTISTIC,4,7.800,7.85,16.850
6595,46,9040,EXECUTION,3,7.400,7.45,16.850
6597,64,9040,EXECUTION,1,7.500,7.45,16.850
6598,67,9040,ARTISTIC,3,8.200,7.85,16.850
6599,72,9040,EXECUTION,4,7.600,7.45,16.850
6600,66,9040,ARTISTIC,2,7.600,7.85,16.850
6601,56,9040,ARTISTIC,1,7.900,7.85,16.850
6604,38,9040,EXECUTION,2,7.400,7.45,16.850
6659,71,9073,EXECUTION,3,7.400,7.75,18.400
6660,65,9073,EXECUTION,1,8.000,7.75,18.400
6661,70,9073,EXECUTION,2,7.900,7.75,18.400
6662,63,9073,ARTISTIC,3,8.200,8.15,18.400
6663,54,9073,ARTISTIC,1,8.000,8.15,18.400
6664,37,9073,EXECUTION,4,7.600,7.75,18.400
6666,34,9073,ARTISTIC,2,8.200,8.15,18.400
6668,40,9073,ARTISTIC,4,8.100,8.15,18.400
7788,67,9486,ARTISTIC,3,8.400,8.3,18.150
7789,64,9486,EXECUTION,1,7.300,7.35,18.150
7790,40,9486,EXECUTION,3,7.300,7.35,18.150
7791,68,9486,ARTISTIC,4,8.300,8.3,18.150
7792,66,9486,ARTISTIC,2,8.300,8.3,18.150
7793,38,9486,EXECUTION,2,7.400,7.35,18.150
7794,65,9486,ARTISTIC,1,7.600,8.3,18.150
7795,35,9486,EXECUTION,4,7.800,7.35,18.150
7133,38,9100,EXECUTION,2,7.400,7.5,17.100
7134,72,9100,EXECUTION,4,7.500,7.5,17.100
7135,67,9100,ARTISTIC,3,8.200,7.9,17.100
7136,66,9100,ARTISTIC,2,8.000,7.9,17.100
7137,46,9100,EXECUTION,3,7.600,7.5,17.100
7138,35,9100,ARTISTIC,4,7.800,7.9,17.100
7139,56,9100,ARTISTIC,1,7.700,7.9,17.100
7141,64,9100,EXECUTION,1,7.500,7.5,17.100
7193,65,9119,EXECUTION,4,8.500,8.5,17.200
7194,74,9119,ARTISTIC,3,8.800,8.7,17.200
7195,42,9119,ARTISTIC,1,8.700,8.7,17.200
7196,56,9119,EXECUTION,3,8.300,8.5,17.200
7197,45,9119,EXECUTION,2,8.600,8.5,17.200
7198,64,9119,ARTISTIC,2,8.500,8.7,17.200
7199,75,9119,ARTISTIC,4,8.700,8.7,17.200
7200,57,9119,EXECUTION,1,8.500,8.5,17.200
6722,46,9047,EXECUTION,3,7.700,7.7,17.450
6723,72,9047,EXECUTION,4,7.700,7.7,17.450
6724,56,9047,ARTISTIC,1,8.100,8.05,17.450
6725,38,9047,EXECUTION,2,7.500,7.7,17.450
6726,67,9047,ARTISTIC,3,8.200,8.05,17.450
6728,64,9047,EXECUTION,1,7.900,7.7,17.450
6729,66,9047,ARTISTIC,2,8.000,8.05,17.450
6739,35,9047,ARTISTIC,4,7.500,8.05,17.450
7856,35,9493,EXECUTION,4,7.400,7.15,17.050
7857,66,9493,ARTISTIC,2,8.000,7.9,17.050
