9061,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,18+ лет,ИЖ
8761,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8678,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8788,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8780,Пермский край,Пермь,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8715,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8838,Тульская область,Тула,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8839,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8646,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8647,Тульская область,Тула,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8648,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8670,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8820,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ТГ
8662,Челябинская область,Челябинск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8661,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8660,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8669,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8659,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8668,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8667,Калининградская область,Калининград,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8666,Калининградская область,Калининград,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8665,Ханты-Мансийский автономный округ - Югра,Югорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8664,Московская область,Солнечногорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8663,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8635,Ханты-Мансийский автономный округ - Югра,Югорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8636,Красноярский край,Красноярск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8637,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8638,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8639,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8640,Тульская область,Тула,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8642,Москва,Москва,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8643,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8644,Алтайский край,Барнаул,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8649,Челябинская область,Челябинск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8650,Московская область,Солнечногорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8651,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8652,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8654,Калининградская область,Калининград,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8655,Свердловская область,Ирбит,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8656,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8657,Москва,Москва,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8658,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8704,Омская область,Омск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8671,Ямало-Ненецкий автономный округ,Салехард,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8672,Красноярский край,Красноярск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8673,Красноярский край,Красноярск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8674,Московская область,Солнечногорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8675,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8676,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8677,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8679,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8680,Омская область,Омск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8681,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8682,Челябинская область,Челябинск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8724,Пермский край,Губаха,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8684,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8685,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8686,Омская область,Омск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8687,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8688,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8689,Пермский край,Губаха,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8690,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8691,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8692,Свердловская область,Ирбит,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8693,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8694,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8714,Ханты-Мансийский автономный округ - Югра,Нефтеюганск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8695,Омская область,Омск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8697,Ямало-Ненецкий автономный округ,Салехард,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8698,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8699,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8700,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8701,Ямало-Ненецкий автономный округ,Салехард,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8702,Калининградская область,Калининград,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8696,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8683,Челябинская область,Челябинск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8705,Московская область,Солнечногорск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8706,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8707,Ямало-Ненецкий автономный округ,Салехард,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8708,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8709,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8710,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8711,Алтайский край,Барнаул,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8712,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8713,Калининградская область,Калининград,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8703,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8723,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8722,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8721,Омская область,Омск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8720,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8719,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8718,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8717,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8716,Оренбургская область,Новотроицк,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8729,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8730,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8731,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8732,Алтайский край,Барнаул,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8733,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8735,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8736,Ханты-Мансийский автономный округ - Югра,Нефтеюганск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8737,Челябинская область,Челябинск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8738,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8739,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8740,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8741,Омская область,Омск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8743,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8744,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8745,Омская область,Омск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8746,Ханты-Мансийский автономный округ - Югра,Нефтеюганск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8747,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8748,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8749,Свердловская область,Ирбит,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8750,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8752,Пермский край,Губаха,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8777,Тюменская область,Тюмень,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8754,Тюменская область,Тобольск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8755,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8756,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8757,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8758,Свердловская область,Ирбит,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8759,Ростовская область,Ростов-на-Дону,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8762,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8725,Свердловская область,Екатеринбург,RUSSIA,Тюменский меридиан,14-12 лет,ИЖ
8764,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8765,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8766,Республика Башкортостан,Стерлитамак,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8767,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8768,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8769,Пермский край,Пермь,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8770,Ульяновская область,Ульяновск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8771,Пермский край,Губаха,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8772,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8773,Ханты-Мансийский автономный округ - Югра,Нефтеюганск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8774,Ханты-Мансийский автономный округ - Югра,Нефтеюганск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8775,Новосибирская область,Новосибирск,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
8779,Ханты-Мансийский автономный округ - Югра,Сургут,RUSSIA,Тюменский меридиан,17-15 лет,ИЖ
